epoch,train_loss,train_loss_triplet,train_loss_delta,train_loss_retr,train_acc_retr1,train_triplet_acc,train_pos_sim_mean,val_loss,val_loss_triplet,val_loss_delta,val_loss_retr,val_acc_retr1,val_triplet_acc,val_pos_sim_mean,val_recall@1,val_recall@5,val_recall@1_freq<=$1,val_recall@1_freq<=$2,val_recall@1_freq<=$5,val_recall@1_freq<=$10,val_recall@1_freq<=$20,val_recall@1_freq<=$50,val_recall@1_freq<=$100,val_recall@1_freq<=$1000000,lr
0,,,,,,,,,,,,,,,,,,,,,,,,,
1,20.4561512700973,0.09138493450178255,0.33322430810620707,20.031542039686634,0.6154863911290323,0.5981602822580645,0.017329362508345155,2.520443856716156,0.1829449227079749,0.33245010673999786,2.005048856139183,0.6106492928229272,0.5887719132006168,0.015297479141736403,0.01898101898101898,0.0919080919080919,0.02697841726618705,0.010101010101010102,0.0,0.022727272727272728,0.011494252873563218,0.0,0.0,0.0,4e-05
2,17.568669811371834,0.06358990439724538,0.3224027793734304,17.182677122854418,0.6966985887096774,0.788054435483871,0.08350081816916505,1.883346065878868,0.09258537227287889,0.30944155901670456,1.4813191294670105,0.7552639078348875,0.8510861247777939,0.13053880678489804,0.1848151848151848,0.45454545454545453,0.1510791366906475,0.16161616161616163,0.1968503937007874,0.25,0.2988505747126437,0.21875,0.4166666666666667,0.0,8e-05
3,13.0361669371205,0.03549230939918949,0.30199831099279467,12.698676301587012,0.7904485887096774,0.9005796370967742,0.16896015297501318,1.5108327120542526,0.060757974395528436,0.2941564619541168,1.155918262898922,0.8069264460355043,0.9040586873888969,0.19855106994509697,0.25774225774225773,0.5884115884115884,0.22841726618705036,0.23232323232323232,0.29133858267716534,0.29545454545454547,0.3333333333333333,0.3125,0.5,0.0,0.00012
4,10.24274177705088,0.024602682645162268,0.2882349779528956,9.929904110970035,0.8422379032258065,0.9275453629032258,0.21828142505499623,1.3552122563123703,0.0518958184402436,0.28122549317777157,1.0220909416675568,0.828470366075635,0.9137052185833454,0.2236488787457347,0.29270729270729273,0.6493506493506493,0.2715827338129496,0.25252525252525254,0.31496062992125984,0.3522727272727273,0.3563218390804598,0.28125,0.5,0.0,0.00016
5,8.442918273710436,0.01902995945044583,0.2798726520230693,8.144015685204536,0.8755040322580645,0.9427923387096774,0.2462134464613853,1.2620427906513214,0.04868877795524895,0.2736767251044512,0.9396772980690002,0.837747709825635,0.9068692810833454,0.24891010019928217,0.32667332667332666,0.6793206793206793,0.30755395683453235,0.3333333333333333,0.36220472440944884,0.36363636363636365,0.3448275862068966,0.28125,0.5,0.0,0.0002
6,7.1697830384777435,0.015345852393957396,0.2770562294510103,6.877380940221971,0.9012726814516129,0.9523689516129032,0.26648704575434806,1.2169902250170708,0.04334164853207767,0.2796492502093315,0.8939993269741535,0.8452862966805696,0.9230421110987663,0.2540266206488013,0.34165834165834164,0.7042957042957043,0.33093525179856115,0.32323232323232326,0.36220472440944884,0.3977272727272727,0.3563218390804598,0.28125,0.4166666666666667,0.0,0.00019998708738465178
7,6.167650057423499,0.012158835107731003,0.2802106098782632,5.8752805994402975,0.917023689516129,0.9624495967741935,0.2839624506811942,1.1895623281598091,0.03994998848065734,0.2813549228012562,0.8682574294507504,0.8487638123333454,0.9358565136790276,0.2599219586700201,0.35664335664335667,0.7182817182817183,0.3597122302158273,0.3434343434343434,0.3858267716535433,0.3522727272727273,0.3333333333333333,0.25,0.5,0.0,0.00019994835289007722
8,5.442712891486384,0.010522219215354492,0.27993310074652394,5.152257577065499,0.9337827620967742,0.9678679435483871,0.29596344453673207,1.1645739823579788,0.041130803525447845,0.2840087413787842,0.8394344337284565,0.8522413279861212,0.9344512186944485,0.2650347948074341,0.36163836163836166,0.7202797202797203,0.3435251798561151,0.36363636363636365,0.4094488188976378,0.38636363636363635,0.39080459770114945,0.28125,0.5,0.0,0.0001998838065698165
9,4.888071679299878,0.009383428863422465,0.280377333443011,4.598310920499986,0.9437373991935484,0.9707661290322581,0.3055451036460938,1.1623459532856941,0.04071177798323333,0.28579937294125557,0.835834801197052,0.8539205379784107,0.9295684061944485,0.2668049056082964,0.3776223776223776,0.7182817182817183,0.3669064748201439,0.35353535353535354,0.41732283464566927,0.4318181818181818,0.3563218390804598,0.34375,0.5,0.0,0.00019979346517687085
10,4.419249457697714,0.008833467879618008,0.27999417339601823,4.130421794229938,0.9506048387096774,0.969758064516129,0.31473031063233653,1.147584367543459,0.04001306346617639,0.28020188584923744,0.8273694217205048,0.8595655467361212,0.9279249235987663,0.27116594184190035,0.3836163836163836,0.7212787212787213,0.37410071942446044,0.35353535353535354,0.4330708661417323,0.42045454545454547,0.367816091954023,0.34375,0.5,0.0,0.00019967735215935392
11,4.10600495722986,0.007721927480757116,0.2776800557490318,3.820602984197678,0.9559601814516129,0.9731602822580645,0.3222603552764462,1.1208263039588928,0.0377444006735459,0.27609036304056644,0.8069915473461151,0.8576124217361212,0.9373809061944485,0.2690432770177722,0.3916083916083916,0.7192807192807192,0.37949640287769787,0.36363636363636365,0.4330708661417323,0.4431818181818182,0.40229885057471265,0.3125,0.5,0.0,0.00019953549765440605
12,3.742641656629501,0.006962741113027498,0.27353900382595675,3.462139910267245,0.9610005040322581,0.9739163306451613,0.32758958036861113,1.1367814764380455,0.04239425854757428,0.27431488782167435,0.8200723193585873,0.8586485292762518,0.9188262186944485,0.27834472339600325,0.4025974025974026,0.7222777222777222,0.39928057553956836,0.35353535353535354,0.4566929133858268,0.42045454545454547,0.41379310344827586,0.34375,0.3333333333333333,0.0,0.00019936793848037215
13,3.5772068212109227,0.006872053254365681,0.26948357541714946,3.3008511893210875,0.9615045362903226,0.9731602822580645,0.3330108758903319,1.118172314018011,0.041283241589553654,0.274791257455945,0.8020978271961212,0.8578863348811865,0.9187071248888969,0.27836574241518974,0.40559440559440557,0.7112887112887113,0.39568345323741005,0.3333333333333333,0.48031496062992124,0.4772727272727273,0.39080459770114945,0.3125,0.5,0.0,0.00019917471812724543
14,3.3874230846281974,0.00637522853268761,0.2655678994713291,3.1154799788228926,0.9650327620967742,0.9749243951612904,0.3382350910575159,1.1175651028752327,0.04369591176509857,0.26450325921177864,0.809365950524807,0.8562071230262518,0.9058927185833454,0.27640042919665575,0.3966033966033966,0.7222777222777222,0.3830935251798561,0.37373737373737376,0.44881889763779526,0.45454545454545453,0.3793103448275862,0.34375,0.5,0.0,0.0001989558867453796
15,3.1638955377763316,0.005899300066014421,0.25616844779541414,2.901827783353867,0.9671748991935484,0.9753024193548387,0.34187050283916537,1.1153907887637615,0.04260493605397642,0.2579121831804514,0.8148736692965031,0.8572432324290276,0.9245664998888969,0.2778894118964672,0.4035964035964036,0.7222777222777222,0.4064748201438849,0.35353535353535354,0.4330708661417323,0.4431818181818182,0.3793103448275862,0.34375,0.4166666666666667,0.0,0.0001987115011324723
16,3.0164075186175685,0.005618155597344852,0.25017261529161083,2.7606167504864354,0.969695060483871,0.9776965725806451,0.347236773660106,1.105877622961998,0.04226507595740259,0.24892531242221594,0.8146872371435165,0.8585889842361212,0.9206602498888969,0.27764776442199945,0.3966033966033966,0.7252747252747253,0.3902877697841727,0.40404040404040403,0.44881889763779526,0.4431818181818182,0.3448275862068966,0.3125,0.3333333333333333,0.0,0.00019844162471882349
17,2.910445726686908,0.006282299290403664,0.24284922764185937,2.661314198086339,0.9701990927419355,0.9735383064516129,0.34939161255475015,1.0923186726868153,0.03845301433466375,0.24482123740017414,0.8090444281697273,0.8593511786311865,0.9393340311944485,0.28815467469394207,0.4005994005994006,0.7232767232767233,0.39568345323741005,0.41414141414141414,0.4330708661417323,0.42045454545454547,0.3793103448275862,0.3125,0.4166666666666667,0.0,0.00019814632755087164
18,2.7893844794842506,0.005612239234089371,0.23887826706613263,2.544893974258054,0.9717741935483871,0.9761844758064516,0.3535774273257102,1.0906363911926746,0.042803029995411634,0.2380757089704275,0.8097576349973679,0.8539800848811865,0.9125381074845791,0.280847392976284,0.4035964035964036,0.7232767232767233,0.39928057553956836,0.3939393939393939,0.44881889763779526,0.42045454545454547,0.3793103448275862,0.34375,0.4166666666666667,0.0,0.00019782568627301367
19,2.785081184679462,0.005741803983842293,0.231139377841065,2.548200006446531,0.9698840725806451,0.973664314516129,0.3555397379302209,1.0781966894865036,0.03880630130879581,0.2311770711094141,0.8082133233547211,0.8577315136790276,0.9320693574845791,0.2873145714402199,0.4065934065934066,0.7252747252747253,0.39928057553956836,0.40404040404040403,0.44881889763779526,0.4318181818181818,0.39080459770114945,0.375,0.3333333333333333,0.0,0.0001974797841077116
20,2.6563752226291166,0.005493536088784646,0.22398517400987686,2.4268965144311228,0.9728452620967742,0.9756804435483871,0.35831738359505133,1.0793065391480923,0.0416881701676175,0.2255397168919444,0.8120786659419537,0.8601133730262518,0.9270674511790276,0.27334452141076326,0.41358641358641357,0.7302697302697303,0.39928057553956836,0.42424242424242425,0.4409448818897638,0.48863636363636365,0.3793103448275862,0.40625,0.4166666666666667,0.0,0.00019710871083389217
21,2.5681211015870495,0.005751111666716996,0.21723585948348045,2.3451341256018607,0.9738533266129032,0.973664314516129,0.3592554453399874,1.0805622227489948,0.0402036210289225,0.21868004463613033,0.8216785714030266,0.8576719667762518,0.9295684061944485,0.2791452379897237,0.4035964035964036,0.7182817182817183,0.39748201438848924,0.3838383838383838,0.4645669291338583,0.42045454545454547,0.41379310344827586,0.28125,0.3333333333333333,0.0,0.00019671256276364497
22,2.5324504019752627,0.005086167885418681,0.21133239735518733,2.3160318405397478,0.9720892137096774,0.977570564516129,0.3625751053614001,1.0770254544913769,0.041749081457965076,0.2086200388148427,0.8266563266515732,0.8547422792762518,0.9192549511790276,0.27808117028325796,0.4165834165834166,0.7362637362637363,0.4118705035971223,0.40404040404040403,0.4645669291338583,0.4090909090909091,0.39080459770114945,0.375,0.5833333333333334,0.0,0.00019629144271722418
23,2.4451333255537095,0.005513752158637339,0.20214549091554457,2.237474090630008,0.9740423387096774,0.9747983870967742,0.36428128062717374,1.0733705572783947,0.04403606813866645,0.20241582486778498,0.8269186727702618,0.8508360292762518,0.9132764860987663,0.280342947691679,0.41058941058941056,0.7302697302697303,0.4064748201438849,0.37373737373737376,0.44881889763779526,0.45454545454545453,0.3563218390804598,0.40625,0.5833333333333334,0.0,0.00019584545999636207
24,2.3608890175819397,0.005258869668215348,0.198032641843442,2.1575975062385684,0.9763104838709677,0.9749243951612904,0.3650084866150733,1.0540831200778484,0.039992004400119185,0.19357054121792316,0.8205205760896206,0.8596846386790276,0.9320693574845791,0.28235355392098427,0.40559440559440557,0.7192807192807192,0.39748201438848924,0.3939393939393939,0.44881889763779526,0.4318181818181818,0.39080459770114945,0.375,0.4166666666666667,0.0,0.00019537473035589927
25,2.3394471003163244,0.005063698518150035,0.18891375644072408,2.145469642454578,0.9759324596774194,0.9763104838709677,0.3657574521437768,1.0640288516879082,0.04386477544903755,0.18972323276102543,0.8304408453404903,0.8503477480262518,0.9142530485987663,0.28006829507648945,0.41358641358641357,0.7242757242757243,0.39748201438848924,0.4444444444444444,0.44881889763779526,0.4431818181818182,0.41379310344827586,0.375,0.4166666666666667,0.0,0.00019487937597374098
26,2.3009305394464925,0.005216055028159322,0.18414443791393312,2.1115700573690477,0.9746723790322581,0.9760584677419355,0.36712996084843913,1.0561628825962543,0.04248124663718045,0.1864883415400982,0.8271933011710644,0.8530035223811865,0.9198027811944485,0.28339342027902603,0.4075924075924076,0.7152847152847153,0.4010791366906475,0.3939393939393939,0.4645669291338583,0.4318181818181818,0.3793103448275862,0.34375,0.4166666666666667,0.0,0.00019435952541914543
27,2.2572582854378607,0.005007486079721862,0.17868464440107346,2.073566158933024,0.9756804435483871,0.9770665322580645,0.37097338274601965,1.0549434535205364,0.042171087116003036,0.17545014154165983,0.8373222313821316,0.8543135449290276,0.9169921837747097,0.281322730705142,0.4025974025974026,0.7132867132867133,0.39388489208633093,0.42424242424242425,0.4409448818897638,0.4431818181818182,0.3563218390804598,0.3125,0.5,0.0,0.00019381531361935386
28,2.2328316771215007,0.004789978651153375,0.173147912708021,2.0548937859073764,0.9751764112903226,0.9771925403225806,0.3721118180021163,1.0516049228608608,0.04359090584330261,0.17045394703745842,0.8375600725412369,0.8530630692839622,0.9277343712747097,0.2793593183159828,0.4065934065934066,0.7182817182817183,0.3902877697841727,0.42424242424242425,0.4645669291338583,0.4431818181818182,0.3563218390804598,0.40625,0.5,0.0,0.00019324688182457002
29,2.21244359304828,0.004755498277870262,0.17022241928404377,2.0374656747425757,0.9764364919354839,0.9768145161290323,0.3718033298369377,1.0427090153098106,0.044339398154988885,0.17154819890856743,0.8268214128911495,0.8505621161311865,0.9173018261790276,0.2818675320595503,0.4015984015984016,0.7062937062937062,0.38848920863309355,0.3838383838383838,0.4566929133858268,0.45454545454545453,0.40229885057471265,0.3125,0.4166666666666667,0.0,0.00019265437757129877
30,2.1318166179041707,0.005199597325108405,0.1657116386678911,1.9609053788646575,0.9760584677419355,0.9744203629032258,0.3751468495015175,1.047520738095045,0.0435282823164016,0.16421195399016142,0.8397805020213127,0.8454649355262518,0.9097989685833454,0.28496795892715454,0.40559440559440557,0.7112887112887113,0.3830935251798561,0.40404040404040403,0.47244094488188976,0.4659090909090909,0.39080459770114945,0.40625,0.4166666666666667,0.0,0.000192037954644053
31,2.126702989301374,0.004657560184920927,0.1620982618581864,1.9599471688270569,0.9761844758064516,0.979460685483871,0.3751657489807375,1.0583177655935287,0.042427343083545566,0.16255985014140606,0.853330560028553,0.8427496161311865,0.9270674511790276,0.28073394298553467,0.40559440559440557,0.7052947052947053,0.3920863309352518,0.40404040404040403,0.4645669291338583,0.45454545454545453,0.367816091954023,0.375,0.4166666666666667,0.0,0.00019139777303543877
32,2.0853305833954967,0.004817197641034821,0.15605576877151767,1.924457625996682,0.9770035282258065,0.977570564516129,0.3751350184602122,1.044879574328661,0.044658652041107416,0.15874243527650833,0.841478493064642,0.8479063417762518,0.9125381074845791,0.28027966897934675,0.4045954045954046,0.7142857142857143,0.38848920863309355,0.41414141414141414,0.4645669291338583,0.4659090909090909,0.367816091954023,0.34375,0.4166666666666667,0.0,0.0001907339989046293
33,2.0469729333154616,0.00445590287563391,0.1518942990129994,1.890622729255307,0.9765625,0.9790826612903226,0.37676205654298106,1.0433941558003426,0.044780052499845624,0.15194091014564037,0.8466731980443001,0.8507764842361212,0.9201124235987663,0.2759100366383791,0.41058941058941056,0.7122877122877123,0.39388489208633093,0.42424242424242425,0.4409448818897638,0.5113636363636364,0.367816091954023,0.375,0.4166666666666667,0.0,0.00019004680453423812
34,2.0449162894679653,0.004985139702893643,0.14753244432710833,1.8923987073283042,0.9778855846774194,0.9763104838709677,0.3777196474613682,1.0411932915449142,0.044004264287650585,0.14816357754170895,0.8490254431962967,0.8481207098811865,0.9113233610987663,0.28144936822354794,0.40559440559440557,0.7112887112887113,0.4064748201438849,0.3838383838383838,0.4409448818897638,0.4659090909090909,0.367816091954023,0.28125,0.3333333333333333,0.0,0.00018933636828560348
35,2.023627084109091,0.005099272282677703,0.1441016576943859,1.874426144746042,0.977507560483871,0.9754284274193549,0.37933446058342535,1.036759115755558,0.04124415887054056,0.1431830571964383,0.8523318953812122,0.8474180605262518,0.9291396699845791,0.27303281892091036,0.4085914085914086,0.7122877122877123,0.39748201438848924,0.43434343434343436,0.44881889763779526,0.4772727272727273,0.367816091954023,0.3125,0.3333333333333333,0.0,0.0001886028745524944
36,1.984183588335591,0.004373677593731929,0.13931629175861035,1.840493617038573,0.9772555443548387,0.9788306451612904,0.3779089575813663,1.0341707542538643,0.042705503990873694,0.13893811963498592,0.8525271229445934,0.8498594667762518,0.9246855936944485,0.28285443130880594,0.3956043956043956,0.7142857142857143,0.3830935251798561,0.40404040404040403,0.4566929133858268,0.4318181818181818,0.367816091954023,0.3125,0.4166666666666667,0.0,0.00018784651371325125
37,1.9509772052687984,0.004672032082922787,0.13567477338496717,1.8106304012960004,0.9778855846774194,0.9783266129032258,0.3789752498269081,1.0350699536502361,0.04609893145971,0.13763471506536007,0.851336307823658,0.8483946230262518,0.9065596386790276,0.2780237030237913,0.4005994005994006,0.7012987012987013,0.3920863309352518,0.40404040404040403,0.4251968503937008,0.4431818181818182,0.39080459770114945,0.34375,0.4166666666666667,0.0,0.0001870674820813732
38,1.9250671700123818,0.004796340069714783,0.1334803850660401,1.786790439198094,0.9790826612903226,0.9749243951612904,0.3810575669330935,1.0248681083321571,0.045894273556768894,0.12803960777819157,0.8509342297911644,0.8459532167762518,0.9168730936944485,0.2818375937640667,0.3986013986013986,0.7002997002997003,0.38848920863309355,0.3939393939393939,0.4330708661417323,0.4659090909090909,0.39080459770114945,0.28125,0.4166666666666667,0.0,0.0001862659818545649
39,1.9146767787394985,0.0047596284956295766,0.12830793887617126,1.7816092112372,0.977570564516129,0.9753024193548387,0.3794853257075433,1.0195549875497818,0.038903414155356586,0.1301446622237563,0.850506916642189,0.8483946230262518,0.9364043436944485,0.27137032337486744,0.4085914085914086,0.7152847152847153,0.4028776978417266,0.41414141414141414,0.4330708661417323,0.4318181818181818,0.39080459770114945,0.375,0.4166666666666667,0.0,0.00018544222106225608
40,1.9201693179145936,0.00480172285883342,0.12510145425556168,1.7902661422567983,0.9782636088709677,0.9749243951612904,0.38375254936756625,1.0191625505685806,0.04449443006888032,0.12763078976422548,0.8470373228192329,0.8527891542762518,0.9210889860987663,0.2783741485327482,0.4125874125874126,0.7162837162837162,0.4010791366906475,0.3939393939393939,0.48031496062992124,0.4659090909090909,0.367816091954023,0.375,0.4166666666666667,0.0,0.00018459641351160758
41,1.9013739045589202,0.004550191967639201,0.12404385365305408,1.7727798584007448,0.9787676411290323,0.9780745967741935,0.38074386288081447,1.0205474346876144,0.04332835553213954,0.1267229118384421,0.850496169179678,0.8469297792762518,0.9202315136790276,0.28452616930007935,0.4145854145854146,0.7122877122877123,0.39928057553956836,0.43434343434343436,0.4645669291338583,0.45454545454545453,0.39080459770114945,0.375,0.4166666666666667,0.0,0.00018372877873201754
42,1.853149406371578,0.004360175342768461,0.12064657624690764,1.7281426537421443,0.9783266129032258,0.9774445564516129,0.3847377047904076,1.0272622779011726,0.04372293781489134,0.11615484114736319,0.867384497076273,0.8486089911311865,0.9227324686944485,0.27924511209130287,0.41358641358641357,0.7122877122877123,0.4118705035971223,0.42424242424242425,0.4330708661417323,0.4431818181818182,0.3793103448275862,0.34375,0.4166666666666667,0.0,0.00018283954191814275
43,1.8291537771301885,0.004461713311273695,0.11649379873227689,1.7081982627991708,0.9796496975806451,0.9773185483870968,0.38295286917878735,1.019850354641676,0.044052718323655427,0.11816405551508069,0.8576335720717907,0.8414991404861212,0.9108946248888969,0.29075778648257256,0.4115884115884116,0.7002997002997003,0.39928057553956836,0.43434343434343436,0.4330708661417323,0.4318181818181818,0.42528735632183906,0.375,0.4166666666666667,0.0,0.00018192893387144912
44,1.81645488066058,0.004314349741757577,0.1138165025340934,1.6983240299647855,0.9783896169354839,0.9803427419354839,0.38442060303303505,0.996294017881155,0.042338392697274685,0.1084669129922986,0.845488715916872,0.8451910223811865,0.9238281212747097,0.29086421616375446,0.4165834165834166,0.7072927072927073,0.4118705035971223,0.3939393939393939,0.44881889763779526,0.4659090909090909,0.39080459770114945,0.375,0.4166666666666667,0.0,0.00018099719094030728
45,1.8002911724390522,0.004562880488998828,0.10930987333338107,1.6864184170000014,0.977507560483871,0.9764364919354839,0.38502071172960345,0.9980776570737362,0.04495396779384464,0.1076440503820777,0.8454796299338341,0.8503477480262518,0.9158965311944485,0.27556017599999905,0.4095904095904096,0.7052947052947053,0.4028776978417266,0.42424242424242425,0.4409448818897638,0.4431818181818182,0.3793103448275862,0.34375,0.4166666666666667,0.0,0.00018004455495864837
46,1.7685221803765143,0.00471146148840724,0.10865419766595287,1.6551565162597164,0.9785786290322581,0.9763104838709677,0.385447284387004,1.003580380231142,0.04303896485362202,0.11147012282162905,0.849071279168129,0.8456793036311865,0.9158965311944485,0.2837632317095995,0.4195804195804196,0.7002997002997003,0.4154676258992806,0.43434343434343436,0.4566929133858268,0.45454545454545453,0.3793103448275862,0.28125,0.5,0.0,0.00017907127318319597
47,1.8045224460863298,0.004386028263158345,0.10784728831100848,1.6922891274575265,0.9785786290322581,0.9798387096774194,0.38425762975408184,1.005326084792614,0.045846502180211246,0.10687859170138836,0.8526009880006313,0.8444288279861212,0.9177305623888969,0.28229557629674673,0.4065934065934066,0.7092907092907093,0.3902877697841727,0.40404040404040403,0.4645669291338583,0.45454545454545453,0.40229885057471265,0.34375,0.4166666666666667,0.0,0.00017807759822929063
48,1.78161735063599,0.004313117453421,0.1052437562855982,1.6720604665817753,0.9786416330645161,0.9778225806451613,0.3845765424832221,0.9999353215098381,0.04345926106907427,0.10624800669029355,0.8502280525863171,0.8462271317839622,0.9227324686944485,0.2676597237586975,0.4205794205794206,0.7062937062937062,0.41007194244604317,0.45454545454545453,0.47244094488188976,0.4431818181818182,0.3793103448275862,0.34375,0.4166666666666667,0.0,0.00017706378800532352
49,1.7882786172051583,0.0041057620180635565,0.10276425443589687,1.6814086023838288,0.9781376008064516,0.9809727822580645,0.3876881116340237,1.0105804279446602,0.04511042742524296,0.10195098351687193,0.8635190166532993,0.8419874217361212,0.9220655485987663,0.2747370842844248,0.41058941058941056,0.6993006993006993,0.39928057553956836,0.4444444444444444,0.4409448818897638,0.4772727272727273,0.3793103448275862,0.3125,0.3333333333333333,0.0,0.0001760301056457963
